字段,,monitoruserid,设备信息ID,monitor_user_app,健康医疗数据规范-个人属性数据-个人健康监测传感-设备ID,
字段,,certnum,证件号码,o_order_member,健康医疗数据规范-个人属性数据-个人身份信息-身份证,
数据表,,presc_order_item,,,,健康医疗数据规范-卫生资源数据-医院运营数据-科室信息;健康医疗数据规范-医疗应用数据-用药信息-药品编码;健康医疗数据规范-医疗支付数据-医疗交易信息-交易金额
字段,,username,用户账号,sys_twofactors_login,健康医疗数据规范-个人属性数据-个人通讯信息-账号及关联信息,
字段,,operatorname,,cons_collect_visit_temp,健康医疗数据规范-个人属性数据-医护人员信息-医护姓名,
字段,,phone,手机号码,nw_nursing_worker,健康医疗数据规范-个人属性数据-个人通讯信息-个人电话号码,
数据表,,qrtz_simprop_triggers,,,,健康医疗数据规范-卫生资源数据-其他数据-运行支撑
数据表,,tb_copy_purpose,,,健康医疗数据规范-个人属性数据-医护人员信息-医护姓名,
字段,,operatorname,,monitor_user_app,健康医疗数据规范-个人属性数据-医护人员信息-医护姓名,
字段,,guardianname,监护人姓名,b_member,健康医疗数据规范-个人属性数据-人口统计信息-姓名,
字段,,outmedinstotalamount,机构/HIS医保费用总金额(分),pb_fjmi_bill_check,,健康医疗数据规范-医疗支付数据-医疗交易信息-交易金额
字段,,druggistname,药商名称,p_druggist_manage,,健康医疗数据规范-卫生资源数据-医院运营数据-供应商数据
字段,,operatorname,操作人名称,o_order_member,健康医疗数据规范-个人属性数据-医护人员信息-医护姓名,
字段,,totalamount,医保费用总金额(分),pb_fjmi_out_bill,,健康医疗数据规范-医疗支付数据-医疗交易信息-医保支付信息
字段,,telephone,联系电话,mc_consignee_address,健康医疗数据规范-个人属性数据-个人通讯信息-个人电话号码,
字段,,outmedinssumamount,机构实收(分),pb_fjmi_bill_rf,,健康医疗数据规范-医疗支付数据-医疗交易信息-交易金额
字段,,idcardphoto,身份证正面照片,b_user_escort,健康医疗数据规范-个人属性数据-个人身份信息-身份证,
字段,,deptidlist,所属部门ID列表,dd_user,,健康医疗数据规范-卫生资源数据-医院运营数据-科室信息
字段,,operator_name,操作人名称,svn_schedule_task,健康医疗数据规范-个人属性数据-医护人员信息-医护姓名,
字段,,deptname,账号所属科室,svn_visit_plan,,健康医疗数据规范-卫生资源数据-医院运营数据-科室信息
字段,,operatorname,操作人名称,b_provingcode_old,健康医疗数据规范-个人属性数据-医护人员信息-医护姓名,
字段,,money,"费用（新后台费用类型为1-每张费用 2-套餐费用）",mc_price_manage,,健康医疗数据规范-医疗支付数据-医疗交易信息-交易金额
字段,,deptname,科室名称,b_dept,,健康医疗数据规范-卫生资源数据-医院运营数据-科室信息
数据表,,b_user_city,城市服务挂号回传ID关联表,,健康医疗数据规范-个人属性数据-医护人员信息-医护姓名,健康医疗数据规范-卫生资源数据-其他数据-运行支撑
字段,,operatorname,操作人姓名,sys_user_bind,健康医疗数据规范-个人属性数据-医护人员信息-医护姓名,
数据表,,qrtz_locks,,,,
字段,,operatorname,操作人名称,b_collect_article,健康医疗数据规范-个人属性数据-医护人员信息-医护姓名,
字段,,operatorname,操作人名称,b_failure_report,健康医疗数据规范-个人属性数据-医护人员信息-医护姓名,
字段,,operatorname,操作人名称,yy_unlock,健康医疗数据规范-个人属性数据-医护人员信息-医护姓名,
字段,,diseaseids,疾病ID，多个逗号分隔,b_doctor_member,,健康医疗数据规范-医疗应用数据-诊断信息-疾病编码
数据表,,p_2bill_check,,,健康医疗数据规范-个人属性数据-医护人员信息-医护姓名,健康医疗数据规范-卫生资源数据-医院运营数据-财务数据;健康医疗数据规范-医疗支付数据-医疗交易信息-交易金额
字段,,operatorname,,cons_consult_temp,健康医疗数据规范-个人属性数据-医护人员信息-医护姓名,
数据表,,r_doctor_evaluation,监管平台医生评分表,,健康医疗数据规范-个人属性数据-医护人员信息-医护姓名,健康医疗数据规范-卫生资源数据-医院运营数据-办公业务数据
字段,,membername,成员名称,qy_meeting_approval,健康医疗数据规范-个人属性数据-医护人员信息-医护姓名,
字段,,idcardno,身份证号码,nw_member_ex,健康医疗数据规范-个人属性数据-个人身份信息-身份证,
字段,,fee,咨询费用,cons_user_package,,健康医疗数据规范-医疗支付数据-医疗交易信息-交易金额
字段,,addressee,收件人,tb_express_order,健康医疗数据规范-个人属性数据-人口统计信息-姓名,
数据表,,tb_apply_no,申请单,,健康医疗数据规范-个人属性数据-医护人员信息-医护姓名,健康医疗数据规范-卫生资源数据-医院运营数据-办公业务数据
数据表,,b_patient,,,健康医疗数据规范-个人属性数据-个人身份信息-就诊卡号;健康医疗数据规范-个人属性数据-个人身份信息-社保卡;健康医疗数据规范-个人属性数据-个人身份信息-患者ID;健康医疗数据规范-个人属性数据-医护人员信息-医护姓名;健康医疗数据规范-个人属性数据-个人身份信息-住院号,
数据表,,sys_role,角色,,健康医疗数据规范-个人属性数据-医护人员信息-医护姓名;健康医疗数据规范-个人属性数据-人口统计信息-姓名,健康医疗数据规范-卫生资源数据-医院运营数据-科室信息;健康医疗数据规范-卫生资源数据-其他数据-运行支撑
字段,,operatorname,,sv_sampletrack,健康医疗数据规范-个人属性数据-医护人员信息-医护姓名,
字段,,belongdept,医师所属的科室代码,b_doctor_ex,,健康医疗数据规范-卫生资源数据-医院运营数据-科室信息
字段,,deptcode,入院科室代码,tb_mcopy_case,,健康医疗数据规范-卫生资源数据-医院运营数据-科室信息
数据表,,tx_pregnant,,,健康医疗数据规范-个人属性数据-个人通讯信息-个人电话号码;健康医疗数据规范-个人属性数据-个人身份信息-患者ID;健康医疗数据规范-个人属性数据-医护人员信息-医护姓名;健康医疗数据规范-个人属性数据-人口统计信息-姓名,健康医疗数据规范-卫生资源数据-医院运营数据-办公业务数据
字段,,sumofmoney,总金额（分）,presc_order_item,,健康医疗数据规范-医疗支付数据-医疗交易信息-交易金额
字段,,deptid,科室id,pd_dept_performance,,健康医疗数据规范-卫生资源数据-医院运营数据-科室信息
字段,,mobile,,sv_sampletrack,健康医疗数据规范-个人属性数据-个人通讯信息-个人电话号码,
字段,,operatorname,操作人姓名,o_selfrefund_record,健康医疗数据规范-个人属性数据-医护人员信息-医护姓名,
数据表,,b_doctor_member_label,医生患者标签表,,,健康医疗数据规范-卫生资源数据-医院运营数据-办公业务数据
字段,,visitdeptname,医师所属科室名称,r_online_med,,健康医疗数据规范-卫生资源数据-医院运营数据-科室信息
字段,,phoneno,电话号码,q_queueinfo,健康医疗数据规范-个人属性数据-个人通讯信息-个人电话号码,
字段,,doctorname,医生姓名,net_doctor_evaluation,健康医疗数据规范-个人属性数据-医护人员信息-医护姓名,
字段,,refundedmoney,已退金额,p_bill_date_stats,,健康医疗数据规范-医疗支付数据-医疗交易信息-交易金额
字段,,deptname,科室名称,yy_wait_list,,健康医疗数据规范-卫生资源数据-医院运营数据-科室信息
数据表,,base_dept_doctor,科室医生关联表,,健康医疗数据规范-个人属性数据-医护人员信息-医护姓名,健康医疗数据规范-卫生资源数据-医院运营数据-科室信息;健康医疗数据规范-卫生资源数据-医院运营数据-办公业务数据
字段,,fundpayamount,基金支付总额(分),pb_fjmi_out_bill,,健康医疗数据规范-医疗支付数据-医疗交易信息-医保支付信息
字段,,operator_name,操作人名称,svn_template_question_item,健康医疗数据规范-个人属性数据-医护人员信息-医护姓名,
字段,,deptname,入院科室名,tb_mcopy_case,,健康医疗数据规范-卫生资源数据-医院运营数据-科室信息
字段,,deptid,归属科室id,w_wheelchair,,健康医疗数据规范-卫生资源数据-医院运营数据-科室信息
字段,,lastupdatername,最后修改人姓名,w_wheelchair,健康医疗数据规范-个人属性数据-人口统计信息-姓名,
数据表,,mc_mcopy_log,,,健康医疗数据规范-个人属性数据-医护人员信息-医护姓名,健康医疗数据规范-医疗支付数据-医疗交易信息-交易记录
数据表,,qy_member_credits_info,,,,健康医疗数据规范-卫生资源数据-医院运营数据-办公业务数据
字段,,operatorname,操作人名字,m_msg_record,健康医疗数据规范-个人属性数据-医护人员信息-医护姓名,
字段,,operatorname,操作人名称,b_user_address,健康医疗数据规范-个人属性数据-医护人员信息-医护姓名,
数据表,,qy_question_answer,,,健康医疗数据规范-个人属性数据-医护人员信息-医护姓名,健康医疗数据规范-卫生资源数据-医院运营数据-办公业务数据
字段,,sex,性别。0表示未定义，1表示男性，2表示女性,dd_user,健康医疗数据规范-个人属性数据-人口统计信息-性别,
字段,,dept_id,科室ID,base_dept_doctor,,健康医疗数据规范-卫生资源数据-医院运营数据-科室信息
数据表,,presc_check,开方检查项目存储表,,健康医疗数据规范-个人属性数据-个人身份信息-各类检查检验相关单号;健康医疗数据规范-个人属性数据-医护人员信息-医护姓名,健康医疗数据规范-卫生资源数据-医院运营数据-科室信息;健康医疗数据规范-卫生资源数据-医院运营数据-办公业务数据;健康医疗数据规范-医疗支付数据-医疗交易信息-交易金额
字段,,operatorname,操作人姓名,qy_vote_question,健康医疗数据规范-个人属性数据-医护人员信息-医护姓名,
字段,,operatorname,,p_fundauth_unfreeze,健康医疗数据规范-个人属性数据-医护人员信息-医护姓名,
数据表,,pb_out_bill,,,健康医疗数据规范-个人属性数据-医护人员信息-医护姓名,健康医疗数据规范-卫生资源数据-医院运营数据-财务数据;健康医疗数据规范-医疗支付数据-医疗交易信息-交易金额
数据表,,o_order_check,,,,健康医疗数据规范-医疗支付数据-医疗交易信息-交易金额
字段,,operatorname,操作人,o_order_log,健康医疗数据规范-个人属性数据-医护人员信息-医护姓名,
数据表,,qy_fault_repair,,,健康医疗数据规范-个人属性数据-医护人员信息-医护姓名,健康医疗数据规范-卫生资源数据-医院运营数据-办公业务数据
字段,,operatorname,操作人名称,bat_user,健康医疗数据规范-个人属性数据-医护人员信息-医护姓名,
字段,,operatorname,操作人名称,b_provingcode,健康医疗数据规范-个人属性数据-医护人员信息-医护姓名,
字段,,telephone,联系电话,tb_express_order,健康医疗数据规范-个人属性数据-个人通讯信息-个人电话号码,
字段,,titlecode,职称代码,b_doctor,健康医疗数据规范-个人属性数据-医护人员信息-医护职称,
数据表,,o_selfrefund_record,用户自助退费记录表,,健康医疗数据规范-个人属性数据-个人身份信息-患者ID;健康医疗数据规范-个人属性数据-医护人员信息-医护姓名,健康医疗数据规范-医疗支付数据-医疗交易信息-交易金额
数据表,,m_msgpush,,,健康医疗数据规范-个人属性数据-个人通讯信息-个人电话号码;健康医疗数据规范-个人属性数据-医护人员信息-医护姓名,健康医疗数据规范-卫生资源数据-医院运营数据-办公业务数据
字段,,refundprice,退款金额,o_refundorder_copy1,,健康医疗数据规范-医疗支付数据-医疗交易信息-交易金额
字段,,ptcardno,患者就诊卡号,r_online_med,,
字段,,operatorname,操作人名称,qr_guide_2018,健康医疗数据规范-个人属性数据-医护人员信息-医护姓名;健康医疗数据规范-个人属性数据-人口统计信息-姓名,
字段,,sex,性别,yy_wait_list,健康医疗数据规范-个人属性数据-人口统计信息-性别,
数据表,,sv_samplephone,,,健康医疗数据规范-个人属性数据-个人通讯信息-个人电话号码,
数据表,,svn_template_question_item,问题选项,,健康医疗数据规范-个人属性数据-医护人员信息-医护姓名,健康医疗数据规范-卫生资源数据-医院运营数据-办公业务数据
数据表,,o_order_sub,,,,健康医疗数据规范-医疗支付数据-医疗交易信息-交易记录;健康医疗数据规范-医疗支付数据-医疗交易信息-交易金额
字段,,ptno,患者姓名,r_online_ask,健康医疗数据规范-个人属性数据-人口统计信息-姓名,
字段,,operatorname,操作者名称,mc_mcopy_case,健康医疗数据规范-个人属性数据-医护人员信息-医护姓名,
数据表,,sv_sample,,,健康医疗数据规范-个人属性数据-个人通讯信息-个人电话号码;健康医疗数据规范-个人属性数据-医护人员信息-医护姓名;健康医疗数据规范-个人属性数据-医护人员信息-联系电话;健康医疗数据规范-个人属性数据-人口统计信息-性别,健康医疗数据规范-卫生资源数据-医院运营数据-科室信息
字段,,operatorname,操作人姓名,o_refundorder_copy1,健康医疗数据规范-个人属性数据-医护人员信息-医护姓名;健康医疗数据规范-个人属性数据-人口统计信息-姓名,
字段,,title,职称,b_doctor,健康医疗数据规范-个人属性数据-医护人员信息-医护职称,
数据表,,cons_schedule,,,健康医疗数据规范-个人属性数据-医护人员信息-医护姓名,健康医疗数据规范-卫生资源数据-医院运营数据-办公业务数据
字段,,deptids,关联科室id（多个以逗号隔开）,mc_price_manage,,健康医疗数据规范-卫生资源数据-医院运营数据-科室信息
数据表,,health_education_article_draft,健康宣教-文章知识库草稿表,,健康医疗数据规范-个人属性数据-医护人员信息-医护姓名,健康医疗数据规范-卫生资源数据-医院运营数据-办公业务数据
数据表,,m_fast_reply,,,健康医疗数据规范-个人属性数据-人口统计信息-姓名,健康医疗数据规范-卫生资源数据-医院运营数据-科室信息;健康医疗数据规范-卫生资源数据-医院运营数据-办公业务数据
字段,,escortidcardno,陪护人身份证,b_user_escort,健康医疗数据规范-个人属性数据-个人身份信息-身份证,
字段,,operatorname,操作人名称,pb_mch_bill,健康医疗数据规范-个人属性数据-医护人员信息-医护姓名,
字段,,operatorname,操作者名称,tb_price_manage,健康医疗数据规范-个人属性数据-医护人员信息-医护姓名,
字段,,refundmoney,退款金额,p_his_bill,,健康医疗数据规范-医疗支付数据-医疗交易信息-交易金额
数据表,,p_drugs_catalog_manage,院内药品目录管理,,健康医疗数据规范-个人属性数据-医护人员信息-医护姓名,健康医疗数据规范-卫生资源数据-医院运营数据-供应商数据;健康医疗数据规范-医疗应用数据-用药信息-药品编码
字段,,operatorname,,sv_sample,健康医疗数据规范-个人属性数据-医护人员信息-医护姓名,
字段,,membername,姓名,b_behos_checkin,健康医疗数据规范-个人属性数据-人口统计信息-姓名,健康医疗数据规范-卫生资源数据-医院运营数据-科室信息
数据表,,o_refund_review,订单退费审核表,,健康医疗数据规范-个人属性数据-医护人员信息-医护姓名;健康医疗数据规范-个人属性数据-人口统计信息-姓名,健康医疗数据规范-医疗支付数据-医疗交易信息-交易记录;健康医疗数据规范-医疗支付数据-医疗交易信息-交易金额
数据表,,b_failure_report_label,,,健康医疗数据规范-个人属性数据-医护人员信息-医护姓名,健康医疗数据规范-卫生资源数据-医院运营数据-办公业务数据
字段,,operatorname,操作人名称,b_user_member_auth,健康医疗数据规范-个人属性数据-医护人员信息-医护姓名,
字段,,operator_name,操作人名称,svn_subject,健康医疗数据规范-个人属性数据-医护人员信息-医护姓名,
字段,,memberid,就诊人ID,cons_user_package,健康医疗数据规范-个人属性数据-个人身份信息-患者ID,
字段,,handledeptnames,"处理科室名称 多个逗号分隔",b_failure_report_dispatch,,健康医疗数据规范-卫生资源数据-医院运营数据-科室信息
字段,,fulladdress,详细地址,b_user_address,健康医疗数据规范-个人属性数据-人口统计信息-住址,
字段,,diagnosis,诊断,b_doctor_member,,
字段,,operatorname,操作人名称,m_autoreplay,健康医疗数据规范-个人属性数据-医护人员信息-医护姓名,
数据表,,svn_schedule_task,x7f计划任务,,健康医疗数据规范-个人属性数据-医护人员信息-医护姓名,健康医疗数据规范-卫生资源数据-医院运营数据-科室信息;健康医疗数据规范-卫生资源数据-医院运营数据-办公业务数据
数据表,,tb_express_order,,,健康医疗数据规范-个人属性数据-个人通讯信息-个人电话号码;健康医疗数据规范-个人属性数据-人口统计信息-住址;健康医疗数据规范-个人属性数据-医护人员信息-医护姓名;健康医疗数据规范-个人属性数据-人口统计信息-姓名,健康医疗数据规范-医疗支付数据-医疗交易信息-交易金额
字段,,emergencycontactphone,紧急联系人电话,nw_nursing_worker,健康医疗数据规范-个人属性数据-个人通讯信息-个人电话号码,
数据表,,sv_sampletrack,,,健康医疗数据规范-个人属性数据-个人通讯信息-个人电话号码;健康医疗数据规范-个人属性数据-医护人员信息-医护姓名,
数据表,,mc_event,事件表,,,健康医疗数据规范-卫生资源数据-其他数据-运行支撑
数据表,,bat_user_group,,,,健康医疗数据规范-卫生资源数据-医院运营数据-办公业务数据
字段,,orderrefundprice,订单退款金额(应退),p_2bill_check,,健康医疗数据规范-医疗支付数据-医疗交易信息-交易金额
字段,,pwd,密码,b_behos_user,健康医疗数据规范-个人属性数据-个人通讯信息-账号及关联信息,
数据表,,cons_fast_reply,,,健康医疗数据规范-个人属性数据-医护人员信息-医护姓名;健康医疗数据规范-个人属性数据-人口统计信息-姓名,健康医疗数据规范-卫生资源数据-医院运营数据-办公业务数据
字段,,deptname,科室名称,nw_member_ex,,健康医疗数据规范-卫生资源数据-医院运营数据-科室信息
数据表,,m_msgqueue,消息队列表,,健康医疗数据规范-个人属性数据-个人通讯信息-个人电话号码;健康医疗数据规范-个人属性数据-个人身份信息-就诊卡号,
字段,,visitdocidno,医师身份证号,r_online_med,健康医疗数据规范-个人属性数据-个人身份信息-身份证,
字段,,phoneid,,sv_samplephone,健康医疗数据规范-个人属性数据-个人通讯信息-个人电话号码,
字段,,sendusername,,cons_consult_msg,健康医疗数据规范-个人属性数据-人口统计信息-姓名,
字段,,operatorname,操作人姓名,sys_messagetemp,健康医疗数据规范-个人属性数据-医护人员信息-医护姓名,
字段,,totalprice,订单总金额,o_refundorder,,健康医疗数据规范-医疗支付数据-医疗交易信息-交易金额
字段,,cardno,卡号,mc_mcopy_user,,
字段,,usermobile,手机号,me_medexam_water,健康医疗数据规范-个人属性数据-个人通讯信息-个人电话号码,
字段,,druggistcode,药商编码,p_druggist_manage,,健康医疗数据规范-卫生资源数据-医院运营数据-供应商数据
数据表,,scheduler_job_log,定时任务日志,,健康医疗数据规范-个人属性数据-医护人员信息-医护姓名,
字段,,operatorname,操作人名称,o_payorder_copy1,健康医疗数据规范-个人属性数据-医护人员信息-医护姓名,
字段,,totalmoney,订单总额,tb_express_order,,健康医疗数据规范-医疗支付数据-医疗交易信息-交易金额
字段,,refundamount,已退金额,o_selfrefund_record,,健康医疗数据规范-医疗支付数据-医疗交易信息-交易金额
数据表,,p_merchant_notify,,,,健康医疗数据规范-卫生资源数据-医院运营数据-财务数据
字段,,gender,性别,mc_mcopy_user,健康医疗数据规范-个人属性数据-人口统计信息-性别,
字段,,deptname,部门名称,qy_meeting_approval,,健康医疗数据规范-卫生资源数据-医院运营数据-科室信息
数据表,,b_doctor_netservices,医生网上服务表,,,健康医疗数据规范-卫生资源数据-医院运营数据-办公业务数据
字段,,operatorname,操作人名称,b_dept,健康医疗数据规范-个人属性数据-医护人员信息-医护姓名,
字段,,deptid,部门ID,sys_user,,健康医疗数据规范-卫生资源数据-医院运营数据-科室信息
数据表,,ev_message_old,,,健康医疗数据规范-个人属性数据-医护人员信息-医护姓名,健康医疗数据规范-卫生资源数据-医院运营数据-办公业务数据
字段,,totalprice,全部费用（分）,o_order,,健康医疗数据规范-医疗支付数据-医疗交易信息-交易金额
字段,,cliniccard,就诊卡号,yy_water,,
字段,,operatorname,,sys_ip_config,健康医疗数据规范-个人属性数据-医护人员信息-医护姓名,
字段,,id_card,身份证,svn_sample,健康医疗数据规范-个人属性数据-个人身份信息-身份证,
字段,,operatorname,操作人姓名,qy_meeting_approval,健康医疗数据规范-个人属性数据-医护人员信息-医护姓名,
字段,,address,详细地址,tb_consignee_address,健康医疗数据规范-个人属性数据-人口统计信息-住址,
字段,,address,详细地址,mc_consignee_address,健康医疗数据规范-个人属性数据-人口统计信息-住址,
字段,,deptid,科室代码,cons_doctor_ex,,健康医疗数据规范-卫生资源数据-医院运营数据-科室信息
数据表,,cons_consult_temp,,,健康医疗数据规范-个人属性数据-医护人员信息-医护姓名,健康医疗数据规范-卫生资源数据-医院运营数据-办公业务数据
数据表,,p_bank_money_check,银行到账核对-银行到账记录，根据商户账单生成,,,健康医疗数据规范-卫生资源数据-医院运营数据-财务数据
数据表,,presc_diagnosis,互联网诊断查询表·,,,
字段,,usermobile,手机号码,yy_nat_water,健康医疗数据规范-个人属性数据-个人通讯信息-个人电话号码,
字段,,operatorname,操作人名称,pd_user,健康医疗数据规范-个人属性数据-医护人员信息-医护姓名,
字段,,operator_name,操作人名称,svn_template_question,健康医疗数据规范-个人属性数据-医护人员信息-医护姓名,
字段,,address,病人的户籍地址,b_behos_checkin,健康医疗数据规范-个人属性数据-人口统计信息-住址,
字段,,operatorname,,cons_user_package,健康医疗数据规范-个人属性数据-医护人员信息-医护姓名,
字段,,mobile,联系电话,pd_user,健康医疗数据规范-个人属性数据-个人通讯信息-个人电话号码,
数据表,,presc_frequencyname,互联网医院获取用药频次表,,,健康医疗数据规范-卫生资源数据-医院运营数据-物资数据
字段,,cardno,卡号,o_order,,
字段,,actualreceipts,实际收款,mc_transaction_record,,健康医疗数据规范-医疗支付数据-医疗交易信息-交易金额
字段,,cliniccardno,门诊号,pl_bind_plateno,健康医疗数据规范-个人属性数据-个人身份信息-就诊卡号,
字段,,birthnumber,出生证号码,b_patient_old,,
字段,,operatorname,,presc_check,健康医疗数据规范-个人属性数据-医护人员信息-医护姓名,
字段,,useropenid,患者openId,b_behos_triageflow,健康医疗数据规范-个人属性数据-个人身份信息-患者ID,
数据表,,o_selfrefund_record_order,自助退费记录订单关联表,,,健康医疗数据规范-医疗支付数据-医疗交易信息-交易金额
字段,,drugscode,药品编码,presc_order_item,,健康医疗数据规范-医疗应用数据-用药信息-药品编码
字段,,operatorname,,cons_consult_msg,健康医疗数据规范-个人属性数据-医护人员信息-医护姓名,
字段,,mobile,手机号码,tx_pregnant,健康医疗数据规范-个人属性数据-个人通讯信息-个人电话号码,
字段,,operator_name,操作人名称,svn_schedule_type,健康医疗数据规范-个人属性数据-医护人员信息-医护姓名,
数据表,,health_education_article_collect_release_channel,,,健康医疗数据规范-个人属性数据-医护人员信息-医护姓名,健康医疗数据规范-卫生资源数据-医院运营数据-办公业务数据
字段,,operatorname,创建人姓名,svn_visit_plan_record,健康医疗数据规范-个人属性数据-医护人员信息-医护姓名,
字段,,contactphone,联系电话,sv_subject,健康医疗数据规范-个人属性数据-个人通讯信息-个人电话号码,
字段,,operatorname,操作人名称,ps_profit_share_queue,健康医疗数据规范-个人属性数据-医护人员信息-医护姓名,
数据表,,sv_config,,,健康医疗数据规范-个人属性数据-医护人员信息-医护姓名,健康医疗数据规范-卫生资源数据-医院运营数据-办公业务数据
数据表,,net_doctor_evaluation,医生星级评价表,,健康医疗数据规范-个人属性数据-医护人员信息-医护姓名,健康医疗数据规范-卫生资源数据-医院运营数据-科室信息;健康医疗数据规范-卫生资源数据-医院运营数据-办公业务数据
字段,,ipwhite,"ip白名单，多个ip通过 \'，\' 分割",sys_client_app,,
字段,,operatorname,操作人名称,dictionary,健康医疗数据规范-个人属性数据-医护人员信息-医护姓名,
字段,,phone,手机号,mc_mcopy_user,健康医疗数据规范-个人属性数据-个人通讯信息-个人电话号码,
字段,,memberid,病人id,tx_pregnant,健康医疗数据规范-个人属性数据-个人身份信息-患者ID,
字段,,workunit,工作单位,b_member,健康医疗数据规范-个人属性数据-人口统计信息-工作单位,
数据表,,sys_client,,,健康医疗数据规范-个人属性数据-医护人员信息-医护姓名,健康医疗数据规范-卫生资源数据-其他数据-运行支撑
字段,,corpidcordhead,资质证明-法人身份证正面,b_hospital_ex,健康医疗数据规范-个人属性数据-个人身份信息-身份证,
字段,,olddiagcode,患者原诊断编码,r_online_med,,
字段,,ptno,患者姓名,r_online_med,健康医疗数据规范-个人属性数据-人口统计信息-姓名,
字段,,operatorname,操作人名称,qr_guide,健康医疗数据规范-个人属性数据-医护人员信息-医护姓名,
字段,,memberid,就诊人唯一ID,b_member_service_record,健康医疗数据规范-个人属性数据-个人身份信息-患者ID,
字段,,money,复印金额,mc_order_case,,健康医疗数据规范-医疗支付数据-医疗交易信息-交易金额
字段,,operatorname,操作人名字,scheduler_job_log,健康医疗数据规范-个人属性数据-医护人员信息-医护姓名,
数据表,,base_doctor_group,,,,健康医疗数据规范-卫生资源数据-医院运营数据-科室信息
数据表,,qy_member_copy1,,,健康医疗数据规范-个人属性数据-个人通讯信息-个人电话号码;健康医疗数据规范-个人属性数据-医护人员信息-医护姓名;健康医疗数据规范-个人属性数据-人口统计信息-性别,健康医疗数据规范-卫生资源数据-医院运营数据-科室信息
字段,,orgname,机构名称,monitor_user,,
字段,,operatorname,,mc_copy_question,健康医疗数据规范-个人属性数据-医护人员信息-医护姓名,
字段,,applyname,,tb_express_order,健康医疗数据规范-个人属性数据-人口统计信息-姓名,
字段,,mobile,手机号,m_msgpush,健康医疗数据规范-个人属性数据-个人通讯信息-个人电话号码,
字段,,premoney,预收金额,mc_price_manage,,健康医疗数据规范-医疗支付数据-医疗交易信息-交易金额
字段,,operatorname,,monitor_user,健康医疗数据规范-个人属性数据-医护人员信息-医护姓名;健康医疗数据规范-个人属性数据-人口统计信息-姓名,
数据表,,me_stopwater,,,健康医疗数据规范-个人属性数据-医护人员信息-医护姓名,健康医疗数据规范-卫生资源数据-医院运营数据-办公业务数据
数据表,,svn_control_rule,控件规则,,健康医疗数据规范-个人属性数据-医护人员信息-医护姓名,健康医疗数据规范-卫生资源数据-其他数据-运行支撑
数据表,,tb_mcopy_case,,,健康医疗数据规范-个人属性数据-医护人员信息-医护姓名,健康医疗数据规范-卫生资源数据-医院运营数据-科室信息;健康医疗数据规范-医疗应用数据-手术记录-手术名称;健康医疗数据规范-医疗应用数据-手术记录-手术编码
字段,,certnum,证件号码,b_member,,
字段,,operatorname,操作人名字,ca_sign_rule,健康医疗数据规范-个人属性数据-医护人员信息-医护姓名,
数据表,,pb_fjmi_bill_rf,,,健康医疗数据规范-个人属性数据-医护人员信息-医护姓名,健康医疗数据规范-卫生资源数据-医院运营数据-财务数据;健康医疗数据规范-医疗支付数据-医疗交易信息-交易金额
字段,,deptids,"关联科室ID 多个逗号分隔",b_doctor_member,,健康医疗数据规范-卫生资源数据-医院运营数据-科室信息
字段,,operatorname,操作人名字,scheduler_job,健康医疗数据规范-个人属性数据-医护人员信息-医护姓名,
字段,,operatorname,,tb_mcopy_user,健康医疗数据规范-个人属性数据-医护人员信息-医护姓名,
字段,,operatorname,操作人名字,m_msgscene_openid,健康医疗数据规范-个人属性数据-医护人员信息-医护姓名,
字段,,membername,就诊人姓名,o_order_log,健康医疗数据规范-个人属性数据-人口统计信息-姓名,
字段,,hisorderid,his订单号(挂号门诊号或住院号),mi_medicalins,健康医疗数据规范-个人属性数据-个人身份信息-住院号,
字段,,name,科室名称,w_wheelchair_dept,,健康医疗数据规范-卫生资源数据-医院运营数据-科室信息
字段,,addressee,收件人,tb_consignee_address,健康医疗数据规范-个人属性数据-人口统计信息-姓名,
数据表,,c_member_old,,,健康医疗数据规范-个人属性数据-个人通讯信息-个人电话号码;健康医疗数据规范-个人属性数据-个人身份信息-社保卡;健康医疗数据规范-个人属性数据-人口统计信息-出生日期;健康医疗数据规范-个人属性数据-人口统计信息-住址;健康医疗数据规范-个人属性数据-人口统计信息-性别;健康医疗数据规范-个人属性数据-个人身份信息-身份证,
字段,,idcode,就诊卡号,tb_mcopy_user,,
数据表,,nw_apply_refund_record,,,健康医疗数据规范-个人属性数据-医护人员信息-医护姓名,健康医疗数据规范-医疗支付数据-医疗交易信息-交易金额
数据表,,w_wheelchair_dept,,,健康医疗数据规范-个人属性数据-医护人员信息-医护姓名,健康医疗数据规范-卫生资源数据-医院运营数据-科室信息;健康医疗数据规范-卫生资源数据-医院运营数据-物资数据
数据表,,nw_nursing_worker_water,,,健康医疗数据规范-个人属性数据-医护人员信息-医护姓名,
字段,,deptcode,科室编号,pd_dept,,健康医疗数据规范-卫生资源数据-医院运营数据-科室信息
数据表,,mc_mcopy_user,病历复印用户,,健康医疗数据规范-个人属性数据-个人通讯信息-个人电话号码;健康医疗数据规范-个人属性数据-人口统计信息-出生日期;健康医疗数据规范-个人属性数据-人口统计信息-性别;健康医疗数据规范-个人属性数据-人口统计信息-姓名,
数据表,,presc_associate,互联网处置意见表,,健康医疗数据规范-个人属性数据-医护人员信息-医护姓名,健康医疗数据规范-卫生资源数据-医院运营数据-办公业务数据
