assetsType,dbType,name,nickname,uri,personalSign,businessSign
字段,,delivery_mode_name,计划选取的分娩方式名称，,cdr_mir_waitfor_deliv,,
字段,,orders_item_class_name,医嘱项目类型名称，,cdr_inp_orders,,
数据表,,exam_report_apply_idx_rec,,,,
字段,,birthday,出生日期,cdr_t_patient,健康医疗数据规范-个人属性数据-人口统计信息-出生日期,
字段,,dept_code,科室编码,scr_queue_record,健康医疗数据规范-个人属性数据-医护人员信息-所在科室,
字段,,pres_no,医嘱号,pres_outp_elec_apply_detail,,健康医疗数据规范-医疗应用数据-医嘱信息
字段,,serial_no,诊断序号,emr_dump_inp_record_diag,,
字段,,orders_exec_staff_sign_name,DE02.01.039.00,cdr_t_emr_io_inp_orders_nt,,
数据表,mysql,b_doctor_member,医生患者表,,健康医疗数据规范-个人属性数据-个人通讯信息-个人电话号码;健康医疗数据规范-个人属性数据-人口统计信息-姓名,
字段,,dept_director,科主任,blood_apply_master,健康医疗数据规范-个人属性数据-医护人员信息-医护姓名,
字段,,modify_datetime,修改日期时间，全量抽取时固定填写“99990101T000000”，增量抽取时填写业务数据发生的日期时间。,cdr_imhp_med_hpage_chn,,
字段,,isalert,是否警报,ecg_study,,
字段,,xsxh00,显示序号,cdr_bm_ygbm00,,
字段,,room_no,"病房号 ----患者住院期间，所住病房对应的编号",icr_rounds_nt,,
字段,,respiratory_rate,呼吸频率,cda_icu_nursing2,,
字段,,cost,费用#|#|,app_outp_apply_sheet_detail,,健康医疗数据规范-医疗支付数据-医疗交易信息-交易金额
字段,,incept_ttime,接收时间,cdr_lis_inspection_sample,,
数据表,oracle,zylyj03_new,备份9月份费用明细表中主管医生医疗组所属护理病区和医疗组中护理科室不相等的数据,,,健康医疗数据规范-医疗应用数据-用药信息-药品名称;健康医疗数据规范-医疗支付数据-医疗交易信息-交易记录;健康医疗数据规范-医疗支付数据-医疗交易信息-交易金额
字段,,blood_bag_no,"血袋编码 ---按照特定编码规则赋予血袋的顺序号",emr_gtr_transf_nt,,
字段,,operation_assist_2_39,手术二助39,emr_case_operation_extend_info,,健康医疗数据规范-医疗应用数据-手术记录-医护人员
字段,,sex_name,性别名称,icr_transfer_dept_nt,,
字段,,patient_phone,"电话号码 ---患者本人的电话号码，包括国际、国内区号和分机号",etr_test_rec_nt,健康医疗数据规范-个人属性数据-个人通讯信息-个人电话号码,
字段,,jmje00,减免金额,cdr_zy_jzb000,,健康医疗数据规范-医疗支付数据-医疗交易信息-交易金额
数据表,,cda_icr_discharge_summ,出院小结,,,
字段,,present_china_syndrome_code,"目前诊断-中医证候代码 ------交接班时患者所患的疾病在中医证候特定分类体系中的代码",icr_handover_nt,,
字段,,exam_class_name,检查类别名称,dict_exam_class,,
字段,,anes_take_time,麻醉历时,anes_resuscitation_info2,,健康医疗数据规范-医疗应用数据-麻醉记录
字段,,invasive_treat_flag,有创诊疗操作标志,cda_patient_treat,,
字段,,ssid,社会保障卡号VARCHAR2,patient_info,,
字段,,jssj00,结束时间,bq_brldxx,,
字段,,admit_china_syndrome_code,"入院诊断-中医证候代码 ----患者入院时作出的疾病诊断在中医证候特定分类体系中的代码",icr_transfer_dept_nt,,
字段,,patient_id,病人ID,blood_apply_master,健康医疗数据规范-个人属性数据-个人身份信息-患者ID,
字段,,perform_dept,执行科室,exams,,
字段,,requisition_time,开单时间,lis_inspection_sample_h,,
数据表,oracle,clinic_group_staff_month,,,健康医疗数据规范-个人属性数据-人口统计信息-姓名,
字段,,zcbz00,"正常标志，\'Y\'正常;\'N\'不正常(即过敏)",cdr_yj_brgmjl,,健康医疗数据规范-健康状态数据-检验检查数据
字段,,post_oper_diag_icd_name,术后诊断名称，在对患者进行手术操作后做出的西医诊断名称,operation_rec,,
字段,,in_oper_drug_desc,对患者术中用药情况的描述DE06.00.136.00HDSD00.06.106,cdr_t_emr_gtr_general_oper_nt,,
数据表,oracle,temp_5,,,健康医疗数据规范-个人属性数据-人口统计信息-性别;健康医疗数据规范-个人属性数据-人口统计信息-姓名,
字段,,qc_nurse_id,质控护士ID，,cdr_imhp_med_hpage,,
字段,,patient_no,病人ID,cha_pay_recharge_record,健康医疗数据规范-个人属性数据-个人身份信息-患者ID,
字段,,diag_time,诊断时间,emr_patient_diag_record,,健康医疗数据规范-医疗应用数据-诊断信息-诊断时间
字段,,xgrqsj,最后修改日期时间,bm_yykjxm,,
字段,,delivery_way,"胎儿娩出方式 ---胎儿娩出方式的详细描述",emr_mir_csect_nt,,
字段,oracle,医生,,tmp_sj_yaopinxianyong_res3,健康医疗数据规范-个人属性数据-医护人员信息-医护姓名,
字段,,affirm_reporter,审核报告医生,exam_rpt,健康医疗数据规范-个人属性数据-人口统计信息-姓名,
字段,,nurse_operate_class_name,护理操作项目类目名称,nur_plan,,
字段,,lrr000,录入人,bq_brzdxx,,
字段,,outpatient_cost,门诊费用金额，患者门诊就诊所发生的费用金额，计量单位为人民币元,somr_med_expense,,健康医疗数据规范-医疗支付数据-医疗交易信息-交易金额
字段,,china_decocting_method,中药煎煮方法，中药煎煮的方法的描述,cdr_icr_transfer_dept,,
字段,,abo_blood_name,ABO血型名称,emr_gtr_pre_oper_visit_nt,,
字段,,yzcxyy,医嘱撤销原因,cdr_bq_ypyz00,,
字段,,admit_china_syndrome_name,入院诊断-中医证候名称，由医师根据患者入院时的情况，综合分析所作出的中医证候名称,icr_stage_summ,,
字段,,zydyry,职业病报告打印人员,cdr_pe_ywsj_tjz000,,
字段,,status_flag,"\'F\'",cdr_ar_disch_in24,,
字段,,attending_doctor_sign_name,"主治医师签名 -----患者出院时所在科室的具有主治医师专业技术职务资格的医师签署的在公安户籍管理部门正式登记注册的姓氏和名称",icr_death_nt,健康医疗数据规范-个人属性数据-人口统计信息-姓名,
字段,,lczdmc,临床诊断,xk_sxsq00,,
字段,,cost,费用#|#|,app_outp_lay_drug_pool,,健康医疗数据规范-医疗支付数据-医疗交易信息-交易金额
数据表,oracle,mob_sys_parameter,系统参数,,,健康医疗数据规范-卫生资源数据-其他数据-运行支撑
字段,,diastolic_pressure,舒张压(mmHg)，舒张压的测量值，计量单位为mmHg,cdr_nap_admit_assess,,
字段,,admission_condition_code_7,入院病情7,emr_case_medical_record_data_record,,健康医疗数据规范-医疗应用数据-入院记录
字段,,incept_person,接收人员,lis_inspection_sample_h,,
字段,,clyj00,处理意见,jy_wjztx0,,健康医疗数据规范-医疗应用数据-知情告知信息
字段,,dept_name,科室名称，患者就诊的医疗机构科室名称,cdr_nor_intake_output,,
字段,,postpartum_systolic_pressure,产后收缩压(mmHg)，产后收缩压的测量值，计量单位为mmHg,mir_vaginal_deliv,,
字段,,nurse_grade_name,护理等级名称，,cdr_nor_general_nursing,,
数据表,,ins_outp_trade_log_archive,门诊医保交易日志,,健康医疗数据规范-个人属性数据-个人身份信息-社保卡;健康医疗数据规范-个人属性数据-个人身份信息-患者ID;健康医疗数据规范-个人属性数据-医护人员信息-所在科室;健康医疗数据规范-个人属性数据-个人身份信息-身份证,健康医疗数据规范-医疗支付数据-医疗交易信息-医保支付信息
字段,,room_no,病房号，患者住院期间，所住病房对应的编号,cdr_icr_post_oper_first,,
字段,,sfczy0,是否操作员,pe_ywsj_tjyw00,,
数据表,,mob_forms_list,表单列表,,,健康医疗数据规范-卫生资源数据-其他数据-运行支撑
数据表,,remote_visit_view,远程门诊表,,,
字段,,operation_assist_2_34,手术二助34,emr_case_operation_extend_info,,健康医疗数据规范-医疗应用数据-手术记录-医护人员
字段,,sfhchh,"是否回车换行，0 文本框内换行,1 跳到下个文本框",pe_ywzd_jcxm00,,
字段,,send_person,送出人员,lis_requisition_info,,
字段,,zqcd00,周期长度,cdr_yf_mzcfmx,,
字段,,yymbid,引用模版ID,cdr_bq_ypyz00,,
字段,oracle,physic_code,药品编码,dic_pres_addpend_fee_dict,,健康医疗数据规范-医疗应用数据-用药信息-药品编码
字段,,operation_arrange_time,手术排台时间,pres_operation_record_bak,,健康医疗数据规范-医疗应用数据-手术记录-手术时间
字段,,admission_condition_code_16,入院病情16,emr_medical_record_data_record,,健康医疗数据规范-医疗应用数据-入院记录
字段,,discuss_person_list,参加讨论人员名单,icr_case_discu,健康医疗数据规范-个人属性数据-人口统计信息-姓名,
字段,,room_name,病房名称，,cdr_nor_dying,,
字段,,fourth_assistant,"第四手术助手,第四手术助手姓名，",operation_rec,健康医疗数据规范-个人属性数据-人口统计信息-姓名,
字段,,oper_dr_name,,mdcs_fund_setl_list_oprn_d,健康医疗数据规范-个人属性数据-人口统计信息-姓名,
字段,,alarm_state,状态,cdr_lis_inspection_result_h,,
字段,,exam_test_item_name,检查/检验项目名称,cda_icr_salvage,,
字段,,nurse_grade_code,护理等级代码,icu_nursing,,
字段,,pdckmc,排队窗口名称,bm_zlzd00,,
字段,,cxl000,失血量,cdr_ss_yw0000,,
字段,,xgrqsj,最后修改日期时间,bm_zdzd00,,
字段,,pat_agent_relation_name,法定代理人与患者的关系名称,ii_special_consent_nt,,
字段,oracle,link_tel,联系电话,hram_retire_diagnostic,健康医疗数据规范-个人属性数据-个人通讯信息-个人电话号码,
字段,,operation_code_19,手术编码19,emr_case_std_operation_master,,健康医疗数据规范-医疗应用数据-手术记录-手术编码
字段,,operation_time_19,手术日期19,emr_medical_record_data_record,,健康医疗数据规范-医疗应用数据-手术记录-手术时间
字段,,dept_name,科室名称，患者就诊的医疗机构科室名称,ar_admit,,
字段,,dept_name,科室名称，患者就诊的医疗机构科室名称,exam_rec,,
字段,,drug_code,药品代码#|DIC_DRUG_DICT#|,dru_apply_detail_bak,,健康医疗数据规范-医疗应用数据-用药信息-药品编码
字段,,mental_nurse_code,心理护理代码，心理护理类别的分类代码,nor_general_nursing,,
字段,,mzzhid,预交金时，扣款账户ID,cdr_bm_brxxb0,,
字段,,org_code,机构代码,anes_summary_record,,
字段,,operation_name_16,手术名称16,emr_case_std_operation_master,,健康医疗数据规范-医疗应用数据-手术记录-手术名称
字段,,sign_category_name,体征类别名称(HIS中的体征类别名称)，,sign_measure_rec,,
字段,,cost,金额#|#|,app_return_drug_master,,健康医疗数据规范-医疗支付数据-医疗交易信息-交易金额
字段,,jzy000,结帐操作员编码,sf_jzb000,,
字段,,med_org_code,医疗机构组织机构代码,icr_consultation_nt,,
字段,,present_addr_province,现住地址-省(自治区、直辖市),cda_head_outpatient,,
字段,,especial_condition,特殊条件,cdr_lis_requisition_info_h,,
字段,,oper_method_desc,操作方法，手术及操作方法的详细描述,icr_salvage,,
字段,,room_name,病房名称，,ii_dying_notice,,
字段,,ward_id,病区代码，,nor_hvc_use,,
字段,,large_amount_pay,大额统筹支付,ins_settle_information_master,,健康医疗数据规范-医疗支付数据-医疗交易信息-交易金额
字段,,operation_code_22,手术编码22,emr_case_std_operation_master,,健康医疗数据规范-医疗应用数据-手术记录-手术编码
字段,,alarm_reference,危急值范围,cdr_inspection_result_alarm,,
字段,oracle,doctor_name,,clinic_group_staff_date,健康医疗数据规范-个人属性数据-人口统计信息-姓名,
字段,,patient_condition,病情描述，,exam_master,,
字段,,patient_index_id,病人索引ID号（所属系统如HIS病人ID），,cdr_patient_info,,
字段,,jsxh00,接生序号(1~9),cdr_bq_jsxx00,,
字段,,self_care_ability_name,自理能力名称,disch_asses,,
字段,,patient_treat_no,住院号,cda_anes_post_visit,,
字段,,patient_name,病人姓名,ewell_info_result,健康医疗数据规范-个人属性数据-人口统计信息-姓名,
字段,,bed_no,病床号，患者住院期间，所住床位对应的编号,cdr_nor_dying,,
字段,,death_datetime,死亡日期时间，患者死亡时的公元纪年日期和时间的完整描述,ar_death_in24,,
字段,,store_org_name,保管机构名称，,icr_handover,,
字段,,lgjg00,留观结果,cdr_ys_lgbrdj,,
字段,,detail_table,明细表名,t_ylz_table_relation,,
数据表,oracle,or_post_staff_config,岗位人员配置表,,,健康医疗数据规范-卫生资源数据-医院运营数据-办公业务数据
字段,,confirm_china_disease_code,确定诊断-中医病名代码,icr_admit,,
字段,,apply_sheet_no,电子申请单编号，按照某一特定编码规则赋予电子申请单的顺序号,ooutp_emer,,
字段,,skin_test_name,（药品医嘱）皮试名称，,cdr_drug_psec_detail,,
字段,,charges,,pats_in_fee_detail,,健康医疗数据规范-医疗支付数据-医疗交易信息-交易金额
数据表,,temp_emr_etr_exam_rec_nt,检查检验记录-检查记录,,,
字段,,inpatient_no,住院号，按照某一特定编码规则赋予住院就诊对象的顺序号,cdr_treat_nt,,
数据表,,cdr_xt_icd100,ICD_10码表,,,
数据表,,blood_ready_master,备血申请单主表,,健康医疗数据规范-个人属性数据-个人身份信息-患者ID;健康医疗数据规范-个人属性数据-人口统计信息-出生日期;健康医疗数据规范-个人属性数据-医护人员信息-医护姓名;健康医疗数据规范-个人属性数据-人口统计信息-性别;健康医疗数据规范-个人属性数据-人口统计信息-姓名,健康医疗数据规范-卫生资源数据-医院运营数据-科室信息;健康医疗数据规范-卫生资源数据-医院运营数据-办公业务数据
字段,,abo_blood_code,ABO血型代码，进行血型检查明确，或既往病历资料能够明确的患者ABO血型类别在特定编码体系中的代码,nor_oper_nursing,,
字段,,linkman_addr_zipcode,联系人地址-邮政编码，,cdr_imhp_med_hpage_chn,健康医疗数据规范-个人属性数据-人口统计信息-联系人信息,
字段,,qkyhdj,切口愈合等级,cdr_ba_brssxx_b1,,
字段,oracle,patient_id,病人ID,cha_reconciliation_abnormal,健康医疗数据规范-个人属性数据-个人身份信息-患者ID,
字段,,pxxh00,排序序号,tj_bm_bmbm00,,
字段,,xmyfmc,"中药细目用法名称     对应MZ_YPYF00表",cdr_bq_yzypsq,,
字段,,amount,金额,blood_ticketrecord,,健康医疗数据规范-医疗支付数据-医疗交易信息-交易金额
字段,,danger_save_success,抢救成功人数,cdr_t_in_daily_report,,
字段,,jbmc00,疾病名称,cdr_xt_icddyb__standard,,
字段,,dept_name,科室名称，患者就诊的医疗机构科室名称,ii_dying_notice,,
字段,,patient_index_id,"病人索引ID号 ，",cdr_icr_daily,,
字段,,inpatient_no,住院号，按照某一特定编码规则赋予住院就诊对象的顺序号,gtr_anes,,
字段,oracle,id_card_no,,jhis_staff_dict_temp,健康医疗数据规范-个人属性数据-个人身份信息-身份证,
数据表,oracle,ins_outp_trade_log20210430,,,健康医疗数据规范-个人属性数据-个人身份信息-患者ID;健康医疗数据规范-个人属性数据-个人身份信息-身份证;健康医疗数据规范-个人属性数据-个人身份信息-住院号,
字段,,china_syndrome_name,患者所患主病的主要中医证候DE05.10.172.00HDSD00.12.030,cdr_t_emr_somr_med_event_nt,,
字段,,original_table_id,映射表的主键字段（如果可以通过字段确定这一条记录这个字段可为空如BRID00为主键的可直接映射到PATIENT_INDEX_ID），,cdr_io_inp_orders,,
字段,,outp_additional_insur_cost,门诊附加险总费用,ins_settle_information_master,,健康医疗数据规范-医疗支付数据-医疗交易信息-交易金额
字段,,plxh00,排列序号,cdr_bq_brzdxx,,
字段,,doctor_sign_name,医师签名,cda_other_consent,健康医疗数据规范-个人属性数据-人口统计信息-姓名,
字段,,discharge_datetime,出院日期时间，患者实际办理出院手续时的公元纪年日期和时间的完整描述,cdr_med_event,,
数据表,,por_token_check_record,门户令牌验证记录,,健康医疗数据规范-个人属性数据-医护人员信息-所在科室,健康医疗数据规范-卫生资源数据-其他数据-运行支撑
数据表,oracle,pat_basic_info20230302,,,健康医疗数据规范-个人属性数据-个人通讯信息-个人电话号码;健康医疗数据规范-个人属性数据-个人身份信息-身份证,
字段,,patient_id,病人ID,pat_basic_info_old,健康医疗数据规范-个人属性数据-个人身份信息-患者ID,
字段,,chief_doctor_sign_datetime,主(副主)任医师签名日期时间,imhp_med_hpage_chn_nt,,
字段,,brdyfw,"地域范围,本市、外地(对应病人所属地区名称）",bm_brxxb0,,
字段,,modify_datetime,全量抽取时固定填写“99990101T000000”，增量抽取时填写业务数据发生的日期时间。,cdr_t_emr_gtr_pre_o_v_nt,,
字段,,metachysis_reaction_flag,标识患者术中输血后是否发生了输血反应的标志DE06.00.264.00HDSD00.06.088,cdr_t_emr_gtr_general_oper_nt,,
字段,,account_no,结账号,cha_outp_wallet_account_detail,,健康医疗数据规范-医疗支付数据-医疗交易信息-医保支付信息
字段,,delivery_result_code,分娩结局代码,cda_vaginal_deliv,,
字段,,preoperate_diag_code_4,术前诊断代码4,pres_add_operation_record,,健康医疗数据规范-医疗应用数据-手术记录-手术诊断
字段,,disease_code,病种编码,ins_exanthe_record_detail,,健康医疗数据规范-医疗应用数据-诊断信息-疾病编码
字段,,diet_situation_name,饮食情况名称,disch_asses,,
字段,,reaexstatus,补录不良反应,blood_data_ticket_info,,
字段,,supply_nurse_code_2,第二供应护士,pres_operation_record,,健康医疗数据规范-医疗应用数据-手术记录-医护人员
字段,,contact_three_phone,联系人3电话,pat_basic_info_extend,健康医疗数据规范-个人属性数据-人口统计信息-联系人信息,
字段,,skin_disinfect_desc,"皮肤消毒描述 DE08.50.057.00",t_pv_operation_rec,,
字段,,rh_blood_name,Rh血型名称,anes_pre_visit,,
字段,,recorder_id,记录人员ID,cda_expectant,,
数据表,,gen_table,表信息,,,
字段,,jmyy00,减免审核原因,cdr_sf_fymx00,,
字段,,present_illness_history,现病史,cda_patient_out,,健康医疗数据规范-健康状态数据-现病史
字段,,register_flag,注册标志,csect,,
字段,,creator,创建者,pat_patient_tumor_stage,健康医疗数据规范-个人属性数据-医护人员信息-医护姓名,
字段,,xgrqsj,最后修改日期时间,cdr_bm_yd0000,,
数据表,,cdr_t_sink_route_base,"sink - 路由参数（弃用）",,,
字段,,dept_code,科室代码,mob_items_counting_master,健康医疗数据规范-个人属性数据-医护人员信息-所在科室,
字段,,p_key,主键,cda_oper_consent,,
数据表,,zy_data_operate_log,,,健康医疗数据规范-个人属性数据-人口统计信息-姓名,
字段,,admit_condition,入院情况,icr_discharge_summ,健康医疗数据规范-个人属性数据-人口统计信息-姓名,
数据表,,anes_signs_monitor_item,"麦迪斯顿 手麻 （med_monitor_function_code）",,,
字段,,expectant_datetime,"待产日期时间 ---产妇进人产房时的公元纪年日期和时间的完整描述",mir_csect_nt,,
字段,,resident_health_number,城乡居民健康档案编号，城乡居民个人健康档案的编号,mir_vaginal_deliv,健康医疗数据规范-个人属性数据-个人身份信息-健康卡,
字段,,crter_name,,mz_mdcs_fund_setl_list_d,健康医疗数据规范-个人属性数据-人口统计信息-姓名,
字段,,master_id,所属报告单编号,t_inpatient_operation,,
字段,,dept_code,科室#|DIC_DEPT_DICT#|,cha_outp_settle_master,健康医疗数据规范-个人属性数据-医护人员信息-所在科室,
字段,,nurse_type_code,护理类型代码，护理类型的分类在特定编码体系中的代码,nor_oper_nursing,,
字段,,store_org_name,保管机构名称，,sign_measure_rec,,
字段,,test_result_value,检验定量结果，患者检验结果的测量值(定量),test_detail,,
字段,,residence_address_city,户口地址(市),pat_basic_info_extend,健康医疗数据规范-个人属性数据-人口统计信息-住址,
字段,,patient_type_name,患者类型名称,esb_inpatient_info,,
字段,,pregnancy_weeks,怀孕时长,exams,,
数据表,oracle,emr_nursing_problem_dept_0524,,,健康医疗数据规范-个人属性数据-医护人员信息-所在科室,
字段,,therapeutic_principle,治则治法,cda_icr_first,,
字段,,emp_name,,zy_setl_d,健康医疗数据规范-个人属性数据-人口统计信息-住址,
字段,,inspection_person,检验人员,cdr_inspection_sample,,
字段,,cwzgbz,床位最高报销标准,cdr_bm_ybbrlb,,
字段,,bz0000,备注,cdr_xt_zlsfgx,,健康医疗数据规范-卫生资源数据-医院基本数据
字段,,staff_no,用户ID,emr_print_log,健康医疗数据规范-个人属性数据-个人身份信息-患者ID,
字段,,id,自增，,exam_study_serie,,
字段,,referral_reason,转诊原因,dm_diabetes,,健康医疗数据规范-医疗应用数据-转诊（院）记录
字段,,status_flag,"\'F\'",cdr_icr_transfer_dept,,
字段,,xgr000,最后修改人,cdr_bm_ygbm00,健康医疗数据规范-个人属性数据-人口统计信息-姓名,
数据表,oracle,mob_infusion_area_dict,输液区字典,,,健康医疗数据规范-卫生资源数据-医院运营数据-科室信息;健康医疗数据规范-卫生资源数据-医院基本数据
字段,,intime,操作时间,blood_data_baginfo,,
字段,,inpatient_no,按照某一特定编码规则赋予住院就诊对象的顺序号DE01.00.014.00HDSD00.02.066,cdr_t_emr_gtr_transf_nt,,
字段,,lsdj00,零售单价(请领单位),cdr_yf_yzypsq,,
字段,,item_class,项目类型,med_anesthesia_event,,
数据表,oracle,pres_verbal_pres_master,口头医嘱维护主表,,,健康医疗数据规范-卫生资源数据-医院运营数据-办公业务数据
字段,,operation_name_26,手术名称26,emr_case_operation_extend_info,,健康医疗数据规范-医疗应用数据-手术记录-手术名称
字段,,zjlb00,针剂类别(1抗菌素、2化疗药、3营养药),cdr_yf_jpmxbq,,
数据表,oracle,pat_physical_sign,分诊体征登记表,,健康医疗数据规范-个人属性数据-个人身份信息-患者ID,健康医疗数据规范-健康状态数据-体格检查
字段,,total_drug,用药总量#|#|,cln_used_pres_record,,健康医疗数据规范-医疗应用数据-用药信息-药品用量
字段,,zy0000,危急值内容,jy_wjztx0,,健康医疗数据规范-医疗应用数据-知情告知信息
字段,,patient_treat_no,住院号,cda_mr_idx_ctm,,
字段,,execute_person,执行人员,cdr_lis_requisition_info,,
字段,,form,药物剂型代码,cdr_t_inpatient_medicine,,
字段,,test_order,归集诊疗项目,inspection_sample,,
数据表,,hs_authority,帮助系统权限表,,,健康医疗数据规范-卫生资源数据-其他数据-运行支撑
字段,oracle,contact_method,,com_staff_basic_info1025,健康医疗数据规范-个人属性数据-个人通讯信息-个人电话号码,
数据表,,search_template_group,查询模板组,,,健康医疗数据规范-卫生资源数据-其他数据-运行支撑
字段,,reception_doctor_code,接诊医生代码，,cdr_med_event,,
字段,,age_save,实际年龄,lis_requisition_info_h,,
字段,,lsdj00,零售单价(请领单位),yf_yzypsq,,
字段,mysql,mobile,联系电话,base_doctor_copy1,健康医疗数据规范-个人属性数据-个人通讯信息-个人电话号码,
字段,,operate_dept_code,,pat_admission_notice_dupt,健康医疗数据规范-个人属性数据-医护人员信息-所在科室,
字段,,charge_doctor_id,责任医师工号,esb_inpatient_info,,
字段,,tjxzlx,"体检性质类型 0 健康体检 1 职业体检",cdr_pe_ywzd_tjlx00,,
数据表,,dws_all_vst_fee_d,全院费用汇总天,,,健康医疗数据规范-卫生资源数据-医院运营数据-科室信息;健康医疗数据规范-卫生资源数据-医院运营数据-财务数据;健康医疗数据规范-医疗支付数据-医疗交易信息-交易金额
字段,oracle,exceed_audit_operator,,dispensary_sick_cure_info1031,健康医疗数据规范-个人属性数据-人口统计信息-姓名,
字段,,follow_status,随诊标志,cdr_imhp_med_hpage,,
字段,,nvsx00,女性上限,pe_ywzd_jcxm00,,健康医疗数据规范-卫生资源数据-医院基本数据
字段,,inspection_date,检验日期,cdr_lis_inspection_sample,,
字段,,doctor_sign_name,医师签名，医师签署的在公安户籍管理部门正式登记注册的姓氏和名称,cdr_icr_pre_oper_discu,健康医疗数据规范-个人属性数据-人口统计信息-姓名,
字段,,bed_no,患者住院期间，所住床位对应的编号DE01.00.026.00HDSD00.05.006,cdr_t_emr_gtr_post_o_v_nt,,
字段,,med_org_name,医疗机构名称,emr_gtr_pre_oper_visit_nt,,
字段,,ybdjh0,医保单据号,cdr_zy_fymx00,,健康医疗数据规范-医疗支付数据-医疗交易信息-医保支付信息
字段,,statusdescription,状态描述,cdr_ecg_study,,
字段,,ch0000,床号,cdr_yf_yzypsq,,
字段,,present_china_syndrome_code,目前诊断-中医证候代码，交接班时患者所患的疾病在中医证候特定分类体系中的代码,icr_transfer_dept,,
字段,,oper_doctor_prof_class_code,手术者专业技术职务类别代码，,icr_pre_oper_discu,,
字段,,attending_doctor_prof_name,主治医师专业技术职务类别名称,tp_emr_icr_death_case_discu_nt,,
字段,,dyzyks,对应住院科室,tj_bm_bmbm00,,
字段,,diag_icd_code,诊断ICD编码,cdr_ct_diag_icd_dict_ut,,
字段,,register_addr_zipcode,户口地址-邮政编码，患者户籍登记所在地址的邮政编码,imhp_med_hpage,健康医疗数据规范-个人属性数据-人口统计信息-住址,
字段,,address,请求地址,cdr_visit_record,健康医疗数据规范-个人属性数据-人口统计信息-住址,
数据表,mssql,dbo.lis_dic_devitemsamnum,,,,健康医疗数据规范-卫生资源数据-医院运营数据-办公业务数据
字段,,patient_treat_no,住院号,oper_consent,,
字段,,yexm00,婴儿姓名,bq_ypyz00,健康医疗数据规范-个人属性数据-人口统计信息-姓名,
字段,,oper_cm3_code,手术及操作编码，患者住院期间实施的手术及操作在特定编码体系中的编码,ttr_transfr_treat,,
字段,,weijizhijieshouren,危急值解说人,study,,
数据表,oracle,education_base_info,轮转基地表,,,健康医疗数据规范-卫生资源数据-医院运营数据-办公业务数据
数据表,oracle,am_info_change_master,人事变动信息表,,,健康医疗数据规范-卫生资源数据-医院运营数据-办公业务数据
字段,,intend_oper_site_name,"拟实施手术目标部位名称 -----实施手术的人体部位名称",icr_pre_oper_discu_nt,,
字段,,organ_no,部位序号,cdr_exam_organ,,
字段,,patient_treat_id,住院ID/挂号ID/体检ID,cda_expectant,,
数据表,,act_hi_attachment,历史附件表,,,健康医疗数据规范-卫生资源数据-其他数据-运行支撑
数据表,oracle,dic_insur_special_disease_rule,特殊病种药品匹配规则字典,,,健康医疗数据规范-医疗应用数据-特殊疾病
字段,,create_doctor_name,病历文书创作者签名,oper_consent,健康医疗数据规范-个人属性数据-人口统计信息-姓名,
字段,,patient_alert,病人警报,cdr_ecg_study,,
字段,,intend_oper_cm3_code,"拟实施手术及操作编码 ---拟为患者实施的手术及操作在特定编码体系中的编码",ii_oper_consent_nt,,
字段,,wjxmbz,危急项目备注,cdr_pe_ywsj_tjyw00,,
字段,,event_no,住院号,emr_dump_wardround_record,健康医疗数据规范-个人属性数据-个人身份信息-住院号,
字段,,import_money,进货总金额#|#|,dru_drug_io_detail,,健康医疗数据规范-医疗支付数据-医疗交易信息-交易金额
字段,,perception_type,危急值产生方式,cdr_inspection_result_alarm,,
数据表,mssql,dbo.lis_dic_itemspec,,,,健康医疗数据规范-卫生资源数据-医院运营数据-办公业务数据
字段,,remark,注释,data_emr_dataset_mapping,,
字段,oracle,certificate_id,身份证号,com_high_level_patient_info,健康医疗数据规范-个人属性数据-个人身份信息-身份证,
字段,,bed_name,病床名称,icr_rounds_nt,,
字段,,ssdjbh,手术等级编号,bm_zlzd00,,
字段,,derate_cost,减免金额,cha_orders_master,,健康医疗数据规范-医疗支付数据-医疗交易信息-交易金额
数据表,,cons_end_apply,,,健康医疗数据规范-个人属性数据-医护人员信息-医护姓名,健康医疗数据规范-卫生资源数据-医院运营数据-办公业务数据
字段,,orders_item_class_code,医嘱项目类型代码,esb_orders_info,,
数据表,,qua_project_exec_log,方案执行日志表,,,
数据表,oracle,tmp_sj_all_res3,,,健康医疗数据规范-个人属性数据-医护人员信息-医护姓名,健康医疗数据规范-卫生资源数据-医院运营数据-科室信息
字段,,yszid0,所属医生组ID,cdr_bq_yjyz00,,
字段,oracle,bed_label_code,床位标签编码,zeis_dic_bed_dict,,健康医疗数据规范-卫生资源数据-其他数据-运行支撑
字段,,modify_datetime,记录修改日期时间,anes_pre_visit,,
字段,,admit_china_disease_name,入院诊断-中医病名名称,ds_disch_summ_nt,,
字段,,outpatient_no,门(急)诊号，按照某一特定编码规则赋予门(急)诊就诊对象的顺序号,nor_oper_nursing,,
字段,,metachysis_component,"输血成分 ---输血成分的详细描述",emr_mir_csect_nt,,健康医疗数据规范-医疗应用数据-输血记录
字段,,zymrcs,中药每日服用次数,cdr_yf_mzcf00,,
字段,,admit_datetime,入院日期时间，患者实际办理入院手续时的公元纪年日期和时间的完整描述,icr_discharge,,
字段,,fbbh00,费别编号,cdr_sf_jzb000,,
